created_at,serial_number,manufacturer,contract_number,contract_rank,bank_code,itp,registration_number,legal_name,application,currency_code,mcc,ert,cb_version,timezone,reconciliation_number,reconciliation_code,credits_number,debits_number,debits_reversal_number,non_completed_number,credits_amount,debits_amount,debits_reversal_amount,transaction_count,pos_remittance_number,transfer_code,local_transaction_datetime,amount,authorization_number,authorization_code,type,aid,terminal_verification_results,rfut_code,rfut_label,message_to_initiator,error_fields,field_conversions,payment_facilitator,application_selection_indicator,selected_brand,audit_number,transaction_number,legal_infos_uuid,legal_infos_registration_number,legal_infos_head_office_registration_number,legal_infos_branch_number,legal_infos_normalized_address_l1,legal_infos_normalized_address_l2,legal_infos_normalized_address_l3,legal_infos_normalized_address_l4,legal_infos_normalized_address_l5,legal_infos_normalized_address_l6,legal_infos_normalized_address_l7,legal_infos_postal_code,legal_infos_business_postal_code,legal_infos_city_name,legal_infos_is_head_office,legal_infos_business_name,legal_infos_branch_business_sector_code,legal_infos_branch_business_sector_label,legal_infos_company_long_name,legal_infos_acronym,legal_infos_civility,legal_infos_forname,legal_infos_lastname,legal_infos_email,legal_infos_phone,legal_infos_head_office_branch_number,legal_infos_legal_nature_code,legal_infos_legal_nature_label,legal_infos_company_business_sector_code,legal_infos_company_business_sector_label,legal_infos_creation_date,legal_infos_update_date,date,time
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 10:59:00,44.93,,,DEBIT,A0000000421010,,,,,,,,0.0,,16,16,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,10:59:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 11:48:00,35.9,545532,0.0,DEBIT,A0000000422010,,,,,,,,0.0,,17,17,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,11:48:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 09:37:00,8.29,,,DEBIT,A0000000421010,,,,,,,,0.0,,8,8,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,09:37:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 08:22:00,72.38,480220,0.0,DEBIT,A0000000421010,,,,,,,,0.0,,1,1,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,08:22:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 10:18:00,44.92,,,DEBIT,A0000000421010,,,,,,,,0.0,,12,12,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,10:18:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 12:13:00,23.1,,,DEBIT,A0000000421010,,,,,,,,0.0,,18,18,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,12:13:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 14:58:00,53.85,,,DEBIT,A0000000421010,,,,,,,,0.0,,19,19,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,14:58:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 15:30:00,24.64,,,TNA,A0000000421010,,0.0,,,,,,0.0,,20,20,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,15:30:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 15:31:00,27.64,,,DEBIT,A0000000421010,,,,,,,,0.0,,21,21,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,15:31:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 16:13:00,80.63,,,DEBIT,A0000000421010,,,,,,,,0.0,,22,22,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,16:13:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 09:45:00,86.25,,,DEBIT,A0000000421010,,,,,,,,0.0,,9,9,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,09:45:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 09:48:00,30.63,,,DEBIT,A0000000421010,,,,,,,,0.0,,10,10,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,09:48:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 10:06:00,23.1,,,DEBIT,A0000000421010,,,,,,,,0.0,,11,11,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,10:06:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 09:22:00,80.63,,,DEBIT,A0000000421010,,,,,,,,0.0,,6,6,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,09:22:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 09:08:00,29.95,,,DEBIT,A0000000421010,,,,,,,,0.0,,5,5,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,09:08:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 08:59:00,23.1,,,DEBIT,A0000000421010,,,,,,,,0.0,,4,4,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,08:59:00
2019-11-07 19:36:43.46509+00,WL80325264,SAGEM,4130615,1,30004,166000000000.0,41500000000000.0,SELARL D'IMAGERIE MEDICALE LBVDA,CBEMV,978,8011,10,CB5.5,,131426,RECONCILED_TOTALS_CORRECT,0,23,0,1,0,1052.59,0,24,20,0,2019-07-11 10:45:00,61.26,,,DEBIT,A0000000421010,,,,,,,,0.0,,14,14,a60fca53-f988-4410-8f40-e1914d352f77,41500000000000.0,414951780.0,17.0,SELARL D'IMAGERIE MEDICALE LBVDA,CABINET RADIOLOGIE DU MAIL,,28 AV DES ANCIENS COMBATTANTS,,01000 BOURG EN BRESSE,FRANCE,1000.0,,BOURG EN BRESSE,True,,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,SELARL D'IMAGERIE MEDICALE LBVDA,,,,,,,17.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,86.22A,ActivitÃ©s de radiodiagnostic et de radiothÃ©rapie,17-12-1997,2018-09-29 00:00:00+00,2019-07-11,10:45:00
2019-11-05 01:00:19.09236+00,CT81359442,SAGEM,7631842,1,30076,144000000000.0,83800000000000.0,R DE BEAUTE,CBCLESS,978,7230,10,CB5.5,,24995,RECONCILED_TOTALS_CORRECT,0,4,0,0,0,78.98,0,4,171,0,2019-04-11 13:18:00,17.65,,,DEBIT,A0000000421010,,,,,,,,,,2,2,10281715-8991-4938-8ce0-6f0d3d4cc9d4,83800000000000.0,837900976.0,15.0,R DE BEAUTE,,,198 RUE DE VAUGIRARD,,75015 PARIS 15,FRANCE,75015.0,,PARIS 15,True,,96.02B,Soins de beautÃ©,R DE BEAUTE,,,,,,,15.0,5498.0,SARL unipersonnelle,96.02B,Soins de beautÃ©,02-03-2018,,2019-04-11,13:18:00
2019-11-05 01:00:19.09236+00,CT81359442,SAGEM,7631842,1,30076,144000000000.0,83800000000000.0,R DE BEAUTE,CBCLESS,978,7230,10,CB5.5,,24995,RECONCILED_TOTALS_CORRECT,0,4,0,0,0,78.98,0,4,171,0,2019-04-11 17:24:00,12.78,,,DEBIT,A0000000421010,,,,,,,,,,3,3,10281715-8991-4938-8ce0-6f0d3d4cc9d4,83800000000000.0,837900976.0,15.0,R DE BEAUTE,,,198 RUE DE VAUGIRARD,,75015 PARIS 15,FRANCE,75015.0,,PARIS 15,True,,96.02B,Soins de beautÃ©,R DE BEAUTE,,,,,,,15.0,5498.0,SARL unipersonnelle,96.02B,Soins de beautÃ©,02-03-2018,,2019-04-11,17:24:00
2019-11-05 01:00:19.09236+00,CT81359442,SAGEM,7631842,1,30076,144000000000.0,83800000000000.0,R DE BEAUTE,CBCLESS,978,7230,10,CB5.5,,24995,RECONCILED_TOTALS_CORRECT,0,4,0,0,0,78.98,0,4,171,0,2019-04-11 18:18:00,19.15,702430,0.0,DEBIT,A0000000421010,,,,,,,,,,4,4,10281715-8991-4938-8ce0-6f0d3d4cc9d4,83800000000000.0,837900976.0,15.0,R DE BEAUTE,,,198 RUE DE VAUGIRARD,,75015 PARIS 15,FRANCE,75015.0,,PARIS 15,True,,96.02B,Soins de beautÃ©,R DE BEAUTE,,,,,,,15.0,5498.0,SARL unipersonnelle,96.02B,Soins de beautÃ©,02-03-2018,,2019-04-11,18:18:00
2019-11-05 01:00:19.09236+00,CT81359442,SAGEM,7631842,1,30076,144000000000.0,83800000000000.0,R DE BEAUTE,CBCLESS,978,7230,10,CB5.5,,24995,RECONCILED_TOTALS_CORRECT,0,4,0,0,0,78.98,0,4,171,0,2019-04-11 11:54:00,29.4,,,DEBIT,A0000000421010,,,,,,,,,,1,1,10281715-8991-4938-8ce0-6f0d3d4cc9d4,83800000000000.0,837900976.0,15.0,R DE BEAUTE,,,198 RUE DE VAUGIRARD,,75015 PARIS 15,FRANCE,75015.0,,PARIS 15,True,,96.02B,Soins de beautÃ©,R DE BEAUTE,,,,,,,15.0,5498.0,SARL unipersonnelle,96.02B,Soins de beautÃ©,02-03-2018,,2019-04-11,11:54:00
2019-11-04 00:31:32.216479+00,WL03244629,SAGEM,7152196,1,30076,168000000000.0,75200000000000.0,GRAN CAFFE,CBCLESS,978,5812,10,CB5.5,,84578,RECONCILED_TOTALS_CORRECT,0,2,0,0,0,22.6,0,2,141,0,2019-03-11 21:42:00,17.6,,,DEBIT,A0000000421010,,,,,,,,,,2,2,060f8881-9e7a-4ac3-92dd-e958c0f0001e,75200000000000.0,751929357.0,18.0,GRAN CAFFE,,,28 RUE MARBEUF,,75008 PARIS 8,FRANCE,75008.0,,PARIS 8,True,,56.10A,Restauration traditionnelle,GRAN CAFFE,,,,,,,18.0,5498.0,SARL unipersonnelle,56.10A,Restauration traditionnelle,01-05-2012,2018-09-29 00:00:00+00,2019-03-11,21:42:00
2019-11-04 00:31:32.216479+00,WL03244629,SAGEM,7152196,1,30076,168000000000.0,75200000000000.0,GRAN CAFFE,CBCLESS,978,5812,10,CB5.5,,84578,RECONCILED_TOTALS_CORRECT,0,2,0,0,0,22.6,0,2,141,0,2019-03-11 20:49:00,5.0,103802,0.0,DEBIT,A0000000041010,Transaction exceeds floor limit,,,,,,,,,1,1,060f8881-9e7a-4ac3-92dd-e958c0f0001e,75200000000000.0,751929357.0,18.0,GRAN CAFFE,,,28 RUE MARBEUF,,75008 PARIS 8,FRANCE,75008.0,,PARIS 8,True,,56.10A,Restauration traditionnelle,GRAN CAFFE,,,,,,,18.0,5498.0,SARL unipersonnelle,56.10A,Restauration traditionnelle,01-05-2012,2018-09-29 00:00:00+00,2019-03-11,20:49:00
2019-11-09 00:42:45.584224+00,CT02255512,SAGEM,4796611,1,30004,167000000000.0,32500000000000.0,M MARTIAL LECHEVALIER,CBEMV,978,8011,10,CB5.5,,118694,RECONCILED_TOTALS_CORRECT,0,2,0,0,0,50.0,0,2,179,0,2019-08-11 17:34:00,25.0,,,DEBIT,A0000000421010,,,,,,,,0.0,,2,2,9a36da9b-b8d2-45ed-aee7-081af1c108b3,32500000000000.0,324914258.0,37.0,M MARTIAL LECHEVALIER,,, LE VILLAGE,,26110 SAINTE JALLE,FRANCE,26110.0,,SAINTE JALLE,False,,85.1C,Pratique mÃ©dicale,M MARTIAL LECHEVALIER,,M,MARTIAL,LECHEVALIER,,,52.0,1000.0,Entrepreneur individuel,86.21Z,ActivitÃ© des mÃ©decins gÃ©nÃ©ralistes,01-01-2001,2006-12-15 00:00:00+00,2019-08-11,17:34:00
2019-11-09 00:42:45.584224+00,CT02255512,SAGEM,4796611,1,30004,167000000000.0,32500000000000.0,M MARTIAL LECHEVALIER,CBEMV,978,8011,10,CB5.5,,118694,RECONCILED_TOTALS_CORRECT,0,2,0,0,0,50.0,0,2,179,0,2019-08-11 08:08:00,25.0,,,DEBIT,A0000000421010,,,,,,,,0.0,,1,1,9a36da9b-b8d2-45ed-aee7-081af1c108b3,32500000000000.0,324914258.0,37.0,M MARTIAL LECHEVALIER,,, LE VILLAGE,,26110 SAINTE JALLE,FRANCE,26110.0,,SAINTE JALLE,False,,85.1C,Pratique mÃ©dicale,M MARTIAL LECHEVALIER,,M,MARTIAL,LECHEVALIER,,,52.0,1000.0,Entrepreneur individuel,86.21Z,ActivitÃ© des mÃ©decins gÃ©nÃ©ralistes,01-01-2001,2006-12-15 00:00:00+00,2019-08-11,08:08:00
2019-11-09 01:33:56.048022+00,WL83440235,SAGEM,9491019246,2,0,143000000000.0,75400000000000.0,L'ENTRECOTE DU 8EME,AMEX,978,0,90,,,6290,RECONCILED_TOTALS_CORRECT,0,1,0,0,0,127.5,0,1,78,0,2019-08-11 22:15:00,127.5,863424,0.0,DEBIT,A000000025010801,Transaction exceeds floor limit,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-11,22:15:00
2019-11-07 18:32:23.728768+00,CT81441967,SAGEM,4777588,1,30004,144000000000.0,84100000000000.0,PHARMACIE DES SABLES,CBEMV,978,5912,10,CB5.5,,278629,RECONCILED_TOTALS_CORRECT,0,12,0,0,0,202.46,0,12,123,0,2019-07-11 16:41:00,13.64,,,DEBIT,A0000000421010,,,,,,,,0.0,,8,8,4c67af42-ef65-44fd-a7ac-de1474285b2f,84100000000000.0,841362858.0,18.0,PHARMACIE DES SABLES,,,47 RTE DE BRIENNON,,42300 MABLY,FRANCE,42300.0,,MABLY,True,,47.73Z,Commerce de dÃ©tail de produits pharmaceutiques en magasin spÃ©cialisÃ©,PHARMACIE DES SABLES,,,,,,,18.0,5485.0,SociÃ©tÃ© d'exercice libÃ©ral Ã  responsabilitÃ© limitÃ©e,47.73Z,Commerce de dÃ©tail de produits pharmaceutiques en magasin spÃ©cialisÃ©,26-07-2018,,2019-07-11,16:41:00
